participant,Filename,phonation,interval,H1c_mean,H2c_mean,H4c_mean,A1c_mean,A2c_mean,A3c_mean,H2Kc_mean,H1H2c_mean,H2H4c_mean,H1A1c_mean,H1A2c_mean,H1A3c_mean,H42Kc_mean,H2KH5Kc_mean,CPP_mean,Energy_mean,HNR05_mean,HNR15_mean,HNR25_mean,HNR35_mean,sF0_mean,sF1_mean,sF2_mean,sF3_mean,sF4_mean,sB1_mean,sB2_mean,sB3_mean,sB4_mean,H1c_sd,H2c_sd,H4c_sd,A1c_sd,A2c_sd,A3c_sd,H2Kc_sd,H1H2c_sd,H2H4c_sd,H1A1c_sd,H1A2c_sd,H1A3c_sd,H42Kc_sd,H2KH5Kc_sd,CPP_sd,Energy_sd,HNR05_sd,HNR15_sd,HNR25_sd,HNR35_sd,sF0_sd,sF1_sd,sF2_sd,sF3_sd,sF4_sd,sB1_sd,sB2_sd,sB3_sd,sB4_sd,session,repetition,comb_no,rs
P0002,AC_P0002_S02_R02_MOD_HDM.mat,MOD,b,12.12612077294686,8.376859903381643,5.216888888888889,-3.5138454106280195,-11.595434782608695,-1.8086376811594203,-1.9602077294685991,3.7492995169082124,3.159966183574879,15.63995652173913,23.721599033816425,13.934811594202898,7.177067632850242,24.140246376811593,18.446400966183575,2.2828647342995168,8.582280193236715,21.351270531400967,27.320927536231885,30.67350724637681,120.97947826086957,381.00742512077295,1661.927,2774.343806763285,3753.558550724638,103.4645458937198,255.6579951690821,330.59147826086956,367.9852801932367,9.614146298978325,10.12710045932632,10.028646073145165,11.551661673234692,9.04121471048633,8.528172244062528,10.474736820863221,2.3853075593249145,3.9156426922059238,4.737404857055586,4.112268809991649,6.1408211421016325,7.748998548842728,7.663504293119061,1.5418456531239806,2.257685465521276,6.455818275069574,7.560024630376172,6.58392118383245,6.096318122376742,16.268322065995978,172.0603405796112,472.2674772019241,331.6438008001305,289.6427999992976,71.2583291161381,170.4836031127789,166.10036914473648,189.52955898435633,S02,R02,S02R02b,S02R02
P0002,AC_P0002_S02_R02_MOD_HDM.mat,MOD,c,9.375155913978494,6.02605376344086,0.5663118279569892,-10.111516129032259,-14.719247311827957,-2.5245806451612904,-1.461467741935484,3.3491021505376346,5.459725806451613,19.486602150537635,24.094397849462364,11.899736559139784,2.027801075268817,24.425456989247312,18.126263440860214,1.5509086021505376,9.395865591397849,18.131279569892474,24.463424731182794,27.987532258064515,119.34018817204301,485.2653440860215,1399.2530215053764,2734.4200698924733,3874.830639784946,143.89113978494623,279.9688602150538,311.2433387096774,401.82261290322583,7.101467162639416,8.003511148902549,7.694148048623032,10.751078982545316,6.676306442298707,9.058419070733523,13.103799754745465,2.708872555998897,2.312466757121037,5.56445616417475,4.888631302709705,7.663752041385824,8.739876038962525,13.367530443690972,1.2407910251374363,1.1061273946625227,4.406502648046644,4.421283850148094,4.691600406618734,4.646327639263747,13.817848394800732,207.87083584884434,448.2985481546018,305.3477391610379,289.38162137435046,119.56060501262847,234.91455598303116,166.58034507892697,200.03243260158789,S02,R02,S02R02c,S02R02
P0002,AC_P0002_S02_R02_MOD_HDM.mat,MOD,d,10.946019704433498,8.538931034482758,3.188807881773399,-7.002009852216749,-13.864344827586207,-2.568384236453202,-1.3306600985221675,2.4070492610837437,5.350083743842364,17.947980295566502,24.810389162561577,13.514413793103449,4.519497536945813,24.089935960591134,18.39503448275862,2.26628078817734,8.698103448275862,18.282147783251233,25.48692118226601,29.197783251231527,116.52216748768473,437.79672413793105,1420.2569359605911,2712.8009162561575,3835.8866748768473,123.75593596059113,230.94264532019704,322.54947290640393,429.884236453202,6.855148580374881,7.552783436507667,7.099077807041744,8.421888430309187,5.588373763103973,7.365662599175908,8.451299349847142,2.080769582862858,3.0921209065741664,4.387692406388028,4.83582299007802,8.125342725213814,8.39531229605315,7.2579715384061885,1.7854649653155923,2.2534049340953604,4.229856120032474,3.926906526662062,3.1098685788816587,2.787580980898066,13.998227020743885,159.8003944192172,410.99666867606436,333.5818664764153,368.6580855944583,136.12958100230168,173.31616862749755,198.8689992145011,216.85863429520037,S02,R02,S02R02d,S02R02
P0002,AC_P0002_S02_R02_MOD_HDM.mat,MOD,e,11.809404494382022,7.358977528089888,4.589308988764045,-5.998977528089887,-10.349837078651685,2.1724775280898876,3.7172921348314607,4.450404494382022,2.769623595505618,17.80840449438202,22.15926966292135,9.636949438202247,0.8720955056179776,30.685544943820226,19.398011235955057,1.5780280898876404,10.604556179775281,19.7721404494382,26.86697191011236,30.327533707865168,126.33319101123595,354.2186573033708,1434.6902078651685,2854.954808988764,3981.3194943820226,189.18923033707864,219.05270786516854,323.6075898876405,388.59092696629216,8.715061210528388,9.405578412640464,10.974212087338428,11.661361046996989,9.128242224177127,10.964350562461705,12.17112240153081,2.2372010621582628,3.5831851041060614,4.343028572332063,3.0539835457141122,6.565701826739853,7.623215667624846,9.25902914464354,2.4496113723566957,1.3537920687122507,5.755324875081333,5.468998793656958,4.8455082251151405,4.336220749208118,28.382952948690917,174.87984143928952,347.20308955036404,235.33941616863945,282.89180834799413,158.3955212228042,163.55706809265908,162.3263943549452,215.64738237148302,S02,R02,S02R02e,S02R02
P0002,AC_P0002_S02_R02_MOD_HDM.mat,MOD,f,10.567083700440529,7.057590308370044,2.718590308370044,-6.7794845814977975,-13.690237885462555,-2.790674008810573,-3.8096343612334804,3.5094933920704845,4.339066079295154,17.3465859030837,24.257299559471367,13.357753303964758,6.528193832599119,22.79864757709251,18.419762114537445,1.0165859030837003,8.558660792951542,20.772339207048457,26.70661233480176,29.751273127753304,111.92464757709251,388.66983259911893,1672.3908634361233,2815.4629647577094,3855.7990088105726,127.65471365638767,268.9029603524229,307.705013215859,372.5615374449339,5.907597620302665,6.544172114766945,6.351192322350259,8.043332467884223,4.497878435555614,5.607221741929868,5.8535233261958135,2.2253319656305273,3.716242143968199,3.621542415177978,4.1511193157489314,7.5730286082718345,6.125651804751813,6.672129292150875,1.4613064302134304,0.7791950608219018,3.043660238909097,2.3595061007119082,2.360155343887518,2.740926184677345,11.993267365707187,142.07498633433352,429.83449577282386,357.0298238382753,352.53287218956075,109.35778505305271,193.95047183979457,198.3030917003681,202.90753866969325,S02,R02,S02R02f,S02R02
P0002,AC_P0002_S02_R03_BRT_HDM.mat,BRT,a,11.65003422053232,5.989330798479087,-1.3635361216730038,-14.865574144486692,-17.05718631178707,-7.111992395437262,-6.378,5.660684410646388,7.352878326996198,26.515585551330798,28.707209125475284,18.761980988593155,5.014513307984791,21.386756653992396,18.269977186311788,0.5820874524714829,11.875167300380228,21.83684790874525,26.76351330798479,30.008281368821294,109.96963498098859,505.80434220532317,1622.0838935361216,2767.697384030418,3835.911121673004,215.3785247148289,282.9506692015209,406.7020076045627,398.00263878326996,7.470435355936187,8.903349035855937,8.027481555725123,9.704994416645235,6.555764497337038,8.590952888164358,8.812881871321242,2.876621652711327,4.135752389207293,6.605180047885241,7.124955022624369,10.592710351161626,8.255082384010892,9.817283172790482,1.9779792177212305,0.37692979780795577,3.4248907480423214,3.7828346332183416,4.717016335923784,5.224732594486363,14.202011543762149,234.83216484059875,340.09181339449805,309.75290021493856,346.35193170435224,154.9171462090484,226.27412043954092,211.21739490851334,200.69012044774615,S02,R03,S02R03a,S02R03
P0002,AC_P0002_S02_R03_BRT_HDM.mat,BRT,b,13.35263043478261,6.050643478260869,1.1313086956521738,-12.309934782608696,-15.539373913043478,-5.167456521739131,-6.959091304347826,7.301956521739131,4.919313043478261,25.662578260869566,28.892004347826088,18.520082608695652,8.0904,21.079182608695653,18.581026086956523,0.7443521739130434,11.882547826086956,23.47259565217391,28.610226086956523,31.167995652173914,112.32782608695652,428.4803391304348,1755.7336869565218,2888.2237739130433,3822.671313043478,220.02008695652174,312.3178,313.09528260869564,381.3631608695652,8.14512332132508,8.579857354390116,8.698855225863655,11.033561342345065,9.161389121096072,9.60008260769253,9.417394561547884,2.0805831370654535,3.986532731629472,6.667019388661097,7.1945360608579465,9.151711179728274,7.1417634989010805,7.578825696945034,1.7059932883083628,0.7107020100208351,4.653988519498525,5.6854137745421784,4.701038099721914,4.330107755547603,10.79487345717965,230.8584222015258,392.5777815137192,240.2141239023182,304.41262683770765,178.6810097357915,268.25620244019836,199.46366772661813,221.22611553278492,S02,R03,S02R03b,S02R03
P0002,AC_P0002_S02_R03_BRT_HDM.mat,BRT,c,11.186145907473309,6.401060498220641,0.06398220640569396,-14.237839857651245,-17.22964768683274,-5.387658362989324,-5.339231316725979,4.785074733096085,6.337053380782918,25.424035587188612,28.41582918149466,16.573832740213522,5.403249110320285,24.38718149466192,18.114259786476868,0.535779359430605,11.119562277580071,21.013106761565837,26.933829181494662,30.30508540925267,106.3915231316726,469.87235231316726,1442.4721067615658,2745.4024982206406,3874.186391459075,245.52369039145907,282.69081494661924,319.7555480427046,445.204640569395,6.982362946590552,7.674423499048998,7.194338799885601,10.25056622160691,7.59015676812527,10.31144073160675,13.575355008507724,3.16582092571275,3.484915246048362,6.204148290125881,6.209522483883901,9.558077328913786,9.359808450909796,13.638123607549508,1.4134804435905053,0.40192056038247115,2.7923459077322565,2.8933772338104635,4.075743124090866,4.849941439981584,9.000115163965491,222.3023436231621,443.91630205159976,225.06274975050408,327.0959182220809,226.1400103786848,197.11010445867177,225.69943176697254,245.01603480332741,S02,R03,S02R03c,S02R03
P0002,AC_P0002_S02_R03_BRT_HDM.mat,BRT,d,11.213520202020202,5.646454545454546,-1.5567878787878788,-14.23470707070707,-17.471565656565655,-5.058525252525253,-5.581065656565657,5.567020202020202,7.20320707070707,25.448227272727273,28.68509090909091,16.272085858585857,4.024242424242424,23.246919191919194,17.968116161616162,0.706580808080808,10.461196969696969,21.16291919191919,27.781222222222222,31.22271717171717,107.90725757575757,417.3528535353535,1441.8325606060605,2727.646,3813.791803030303,199.0355606060606,326.3879191919192,350.9840101010101,409.2114595959596,6.660879688179482,6.70107692424314,6.890445031081069,9.260446054701198,8.023998191543965,10.28228952791679,12.270025039410008,2.5574360037536406,4.459242600612492,6.07376405625285,6.541647112616845,10.910502098358084,10.442895316466519,12.327120953761481,1.3215251924022182,0.5385479547155273,4.009409610904213,4.07354002665579,3.744411759201681,3.3565419751996606,12.082683517500547,194.1550669394118,466.03353846285245,306.76032074369,355.5950517080137,132.66417483236822,254.54614748278644,194.51188601582004,201.52168937192747,S02,R03,S02R03d,S02R03
P0002,AC_P0002_S02_R03_BRT_HDM.mat,BRT,e,12.395281914893618,7.707159574468085,1.627090425531915,-13.931712765957446,-17.384,-4.565372340425532,-2.7244521276595743,4.688111702127659,6.080170212765958,26.326994680851065,29.779329787234044,16.960643617021276,4.351484042553191,27.002085106382978,19.26695744680851,0.7205372340425532,12.379760638297872,22.220840425531915,28.99698404255319,32.78945212765957,109.7072340425532,438.40738829787233,1479.171835106383,2824.9340319148937,3913.012324468085,253.46174468085107,323.9123244680851,336.50146276595746,395.72405319148936,8.38900385182778,9.562790037463074,10.739629766236995,12.11145592057313,10.109048781266814,11.829991430723675,13.263520091272895,2.7839350719408156,6.892206428822609,7.3162803664868585,7.433103279334078,10.465713086666332,6.888291075507805,10.405132721656415,2.1920351270405183,0.5549838690114306,4.0152833733209965,3.6773930527262637,3.32002424041802,3.360515196821808,14.079803464632779,219.81617405759525,327.6643001406345,267.78128346329646,356.5683911633643,212.24341693699134,193.37646009967256,230.63046774394326,222.8230583678049,S02,R03,S02R03e,S02R03
P0002,AC_P0002_S02_R03_BRT_HDM.mat,BRT,f,10.005936440677965,5.114860169491525,-0.819635593220339,-13.583004237288135,-17.721292372881354,-6.652919491525424,-8.14303813559322,4.891131355932203,5.934440677966101,23.58892372881356,27.72725847457627,16.658889830508475,7.323444915254237,21.602555084745763,18.229889830508476,0.3942457627118644,11.631088983050848,23.741661016949152,29.124974576271185,31.998131355932202,103.56105084745762,399.7223093220339,1719.3906144067796,2875.9823813559324,3833.3534745762713,207.29458898305086,289.6187288135593,328.43445338983054,385.4813601694915,6.427586876543754,7.762791981389278,6.87952076963462,9.482289539709045,5.225579563429191,5.558107805019097,7.178596610509037,2.0243206214473233,3.8875102255701823,5.076876912595707,4.852067397592385,6.914751819098494,6.003194100974417,7.659849822505382,1.6734995555061016,0.23084162154448692,4.287307801352462,3.4634013983804484,2.9811396505987706,3.444731993359781,9.021903572639163,173.27297594627495,378.1413528140081,273.9281168208859,375.59436800480813,174.75304366955964,197.73874880103415,198.14904504148674,195.09493394413263,S02,R03,S02R03f,S02R03
P0002,AC_P0002_S02_R03_CRK_HDM.mat,CRK,a,9.232850877192982,6.7714956140350875,-1.5325350877192983,-14.177574561403508,-21.031890350877195,-10.008092105263158,-8.878372807017543,2.4614342105263156,8.303986842105264,23.410464912280702,30.26473245614035,19.24093859649123,7.3458070175438595,22.11582894736842,17.78681140350877,0.39787719298245616,8.487311403508771,21.143105263157896,27.070622807017543,31.085956140350877,87.26757894736842,452.40741228070175,1655.5155394736842,2798.744245614035,4055.836460526316,129.90302631578948,302.0212236842105,442.2448903508772,431.60466228070175,4.854451925097511,6.748749031737122,6.049390350001638,7.193475714997412,4.753387417354697,7.636509570398771,6.455368420989698,2.441568476534833,2.775375009752741,3.9604108955155772,3.673626577657249,8.932778292975556,6.779307934968816,5.073038034563463,1.316389885221487,0.3234031768674281,3.370750542502557,3.7582760221242903,3.8622342633087117,4.026773659369835,16.78486654574583,174.86887835867074,357.24205621262576,377.85986822251664,342.8659605316602,98.63934048632116,207.77204565809555,261.3806779898148,253.43707505225836,S02,R03,S02R03a,S02R03
P0002,AC_P0002_S02_R03_CRK_HDM.mat,CRK,b,9.634492227979274,6.824203125,0.5827253886010363,-8.782316062176166,-15.76721243523316,-6.860481865284974,-7.311683937823834,2.845616580310881,6.2061347150259065,18.41681865284974,25.401678756476684,16.494932642487047,7.8944404145077725,24.775476683937825,18.19697409326425,0.4850673575129534,7.634295336787565,22.413865284974094,28.164300518134716,31.791523316062175,84.75556476683938,385.9287772020725,1660.423274611399,2819.883295336788,3836.651207253886,114.70666839378238,221.74520207253886,289.2073264248705,300.7916994818653,5.069076558653594,6.615439171342172,6.604893847102122,9.343159957880564,6.256226675068971,6.82420860421838,8.037945066643344,3.1192794236901884,3.103136266761528,5.573449484802949,3.71885365967773,6.46543744255285,6.980101807834408,7.001202897443573,1.1252312513954685,0.32024785424365987,4.219946532889592,5.192758457546818,3.9834838569253854,2.9465819341239454,9.466662451796418,173.4497172552139,515.1277841896896,364.0524636785439,359.28794122409755,106.19086194464057,171.27939795834925,168.05384248359888,187.775403093898,S02,R03,S02R03b,S02R03
P0002,AC_P0002_S02_R03_CRK_HDM.mat,CRK,c,7.578722727272727,6.443695454545455,0.025704545454545442,-13.904945454545455,-19.331086363636363,-8.907309090909092,-5.7123,1.134981818181818,6.4180090909090906,21.48365,26.909777272727272,16.486027272727274,5.7380545454545455,25.70673181818182,18.59905909090909,0.4914727272727273,8.872181818181819,18.174245454545453,25.02704090909091,29.094631818181817,81.91145909090909,532.9278590909091,1320.9869772727272,2600.052413636364,3927.4225227272727,143.7216909090909,275.0464636363636,378.8464727272727,352.15265454545454,4.537985870730696,6.248796748684657,6.077857161064159,8.327722069913449,5.973203688773367,7.513907949339668,11.179284401788562,2.534127055958515,2.1582359128753144,5.598409814198751,4.328641840467141,6.298180686731933,8.256961058090285,11.759535720492542,1.3705178074068434,0.3271965939996138,3.021394750899624,4.794956275480434,4.838969618722724,4.731941089143978,13.127980702919178,204.99313652193035,407.8731563621426,304.9983413778642,373.8825430057689,117.5755559101264,197.46545608739348,185.13109839967592,202.70804957065363,S02,R03,S02R03c,S02R03
P0002,AC_P0002_S02_R03_CRK_HDM.mat,CRK,d,8.321305389221557,6.555928143712575,1.0166646706586826,-10.223748502994011,-17.89622754491018,-6.438269461077844,-2.6374670658682633,1.7653892215568863,5.5392874251497,18.545071856287425,26.2175748502994,14.759538922155688,3.6540419161676647,28.982634730538923,18.364305389221556,0.5401736526946108,9.403718562874252,20.041359281437124,27.155574850299402,31.509694610778443,90.63450898203592,407.4637125748503,1366.0532814371256,2689.492616766467,4043.038868263473,122.1935748502994,314.8346107784431,386.10783233532936,436.2311976047904,5.446381760921068,6.167899285592722,6.07954317363812,7.600246004038974,4.950629741707379,5.840575325924381,7.304869785818514,2.278449641594195,2.2675024663628047,4.2268644486303,3.8881882847202722,5.64919254678975,7.056691715535827,7.5875643657453535,1.4698735611247904,0.40850489935325573,3.4397941709335287,3.695293995545244,4.052835479832928,3.546755560873238,18.471225079516838,164.1185580761334,400.33326926652643,379.1878174921588,296.8401736586228,106.59219298812158,240.9399584728565,183.99776937246824,191.40917001466173,S02,R03,S02R03d,S02R03
P0002,AC_P0002_S02_R03_CRK_HDM.mat,CRK,e,7.939955801104972,6.877270718232044,-1.190243093922652,-14.934591160220995,-20.350314917127072,-10.482629834254144,-6.552939226519337,1.0627237569060772,8.06742541436464,22.87453591160221,28.29028729281768,18.422563535911603,5.362718232044199,27.460767955801106,18.922729281767957,0.346353591160221,9.457839779005525,19.382580110497237,27.194972375690607,31.564342541436464,84.69759668508287,438.57161878453036,1440.6341215469613,2749.8533756906077,3917.968674033149,187.46708839779006,286.3147127071823,403.60260220994473,368.4253756906077,5.3299813454157645,7.648015499946086,6.65254060796152,9.802168763919843,8.002658183048974,7.442262103165683,9.465176193796891,2.9855150832234454,2.509553311562188,6.4600586491217,5.299410930083945,6.551262322178552,6.624565752070024,8.679765366853768,1.7975727828485317,0.1821256490900619,3.9855431418186567,4.121535938140051,3.591213871583657,3.306354569245268,15.287392040058153,178.42743636115767,325.4337941138235,225.66775964226275,377.81067496995666,123.85664597456982,225.02083889600414,210.17503272718722,202.41328162634724,S02,R03,S02R03e,S02R03
P0002,AC_P0002_S02_R03_CRK_HDM.mat,CRK,f,6.200862068965518,5.0557093596059115,-0.5502413793103448,-12.45484236453202,-20.593399014778324,-9.036556650246306,-10.393339901477832,1.1451231527093597,5.605965517241379,18.655704433497537,26.79426108374384,15.237389162561577,9.843073891625616,20.722004926108376,18.286438423645322,0.35786699507389164,8.346532019704433,21.755152709359606,27.75951724137931,31.072748768472906,81.30579310344828,420.75444827586205,1601.4648571428572,2688.1374433497535,3898.0779852216747,107.00556650246305,298.94779310344825,331.35302955665026,378.1221330049261,5.003084331926257,6.0578039096019936,5.913376794583186,8.377664587778929,5.5185956585864595,4.969141807940122,6.278854793081929,2.353922801211896,2.3550348032561272,5.713489216846379,4.656353211847017,6.151099615232681,6.8919050937491635,7.124485612488095,1.333547568973201,0.36314793516716193,3.333161598288672,2.554922881812668,2.70962302800762,2.436462376442079,13.50152563057307,144.76563846192283,434.75031663762945,393.0973023462279,411.37218104762024,94.56743221574992,278.77297040806377,205.05727476946606,197.1346206581601,S02,R03,S02R03f,S02R03
P0002,AC_P0002_S02_R03_MOD_HDM.mat,MOD,a,11.542449074074074,7.461990740740741,0.49197685185185186,-10.036078703703703,-15.778342592592592,-5.943365740740741,-6.78275462962963,4.080490740740741,6.970023148148148,21.57850462962963,27.32079166666667,17.485819444444445,7.274694444444444,19.203967592592594,17.631958333333333,0.952324074074074,9.01286111111111,20.589333333333332,25.86874074074074,29.51526388888889,111.80363425925925,454.24507407407407,1659.953787037037,2813.7994027777777,3885.081537037037,163.1094212962963,249.09483796296297,418.66641203703705,500.22819444444445,5.308541740567552,6.997264365111747,7.6467981014351905,9.523904078236578,6.09597138896728,8.651811849524066,8.783047569832009,2.8417061759815248,4.638805203470042,6.2679147513516025,4.346084450867213,9.157183856724332,8.505863998014146,7.347296009108147,1.037685848022438,0.7254470804824663,3.8669562646496503,5.03060919053617,5.254038380133311,5.0547129617207345,17.107058954835463,194.2678041503989,388.6590989199602,363.583873885786,349.4258467079409,168.45178372698544,176.74671369659384,198.1514526989843,285.252562309865,S02,R03,S02R03a,S02R03
P0002,AC_P0002_S02_R03_MOD_HDM.mat,MOD,b,11.159296116504855,6.889373786407767,3.9286601941747574,-6.1925,-13.100907766990291,-4.566441747572815,-4.653766990291262,4.269922330097088,2.96071359223301,17.35171359223301,24.260228155339806,15.72573786407767,8.582456310679612,22.275912621359222,17.796155339805825,1.1756699029126214,9.09797572815534,22.04831553398058,27.88916504854369,30.90978155339806,116.13089805825243,386.48653883495143,1708.7335776699028,2776.4725048543687,3798.1607475728156,121.46619902912622,293.96298058252427,366.15695145631065,324.0981116504854,8.035792140878177,7.9287975233902435,9.760924013690605,10.88787067975297,7.620323229572279,8.333553464188764,9.07967469569191,1.9225018668610703,4.161986096073834,4.311476092715608,3.3098752111741123,7.67862610927707,7.3414441501844205,7.259671874741523,1.3434470462194399,1.03124059683139,4.98369891178334,5.4108001060617195,4.197379039578673,3.6856088732640164,14.486645606593012,174.33922050104823,499.54227320496284,338.75370009176424,307.89439277992926,98.06478120579621,202.2963707862005,216.21551882936453,201.43864737973624,S02,R03,S02R03b,S02R03
P0002,AC_P0002_S02_R03_MOD_HDM.mat,MOD,c,9.892086776859504,5.97043388429752,0.23668181818181816,-11.495694214876034,-17.227586776859503,-5.048834710743802,-5.065884297520661,3.921619834710744,5.733809917355372,21.387760330578512,27.119669421487604,14.94086776859504,5.30253305785124,23.123095041322316,18.752012396694216,0.8042768595041322,11.355322314049587,21.269173553719007,27.174111570247934,30.371752066115704,110.46452892561983,477.0826611570248,1510.9941239669422,2768.5328429752067,3798.8132396694214,157.80821487603305,353.8633429752066,340.38635537190083,439.47685537190085,6.461409169934853,7.218887540714712,7.906469892945258,9.521718106011113,5.785726991147265,7.486341712620809,9.658231444843256,2.125573241719044,2.8719733809086962,4.957328719543069,4.789272049240227,6.798402848121525,6.193986154513516,11.846704378956282,1.4553342502424218,0.5891536670196583,3.1841403869123623,3.167541199063151,4.210471581391792,4.618121979633242,13.054621921434874,206.5539913596806,455.13998832613197,353.4969583623305,405.65784505610213,127.04353287958521,273.85506382446346,178.7678387590645,210.61775361258847,S02,R03,S02R03c,S02R03
P0002,AC_P0002_S02_R03_MOD_HDM.mat,MOD,d,11.33796511627907,7.388366279069768,1.109656976744186,-9.76854069767442,-15.700575581395348,-6.081988372093023,-5.85831976744186,3.9496279069767444,6.278720930232558,21.106523255813954,27.038529069767442,17.419976744186048,6.968029069767442,21.10514534883721,18.681133720930234,1.27675,10.542819767441861,20.700436046511626,26.385697674418605,30.06621511627907,112.91097674418604,442.1690930232558,1611.7075058139535,2831.136610465116,3843.2817209302325,122.62845348837209,240.37884302325583,424.6578081395349,443.74425,6.695648080294415,7.126975549213717,6.443284966719127,9.211911412070304,6.588184349981546,7.546915569936306,8.491173818458757,2.5178589091662995,2.784246549004099,5.24197279774719,4.490405613983817,8.18187407145169,6.5083450303619985,6.577726946732261,1.2770889776628507,1.1818539609815246,3.307183667326555,4.013963901253273,3.8563686235494026,3.7701920119876573,14.906843617313323,173.99025642992973,329.5119746769854,295.68215762562613,363.6443325730763,98.70376539854811,178.94851638871933,222.9903794192388,235.55196159532395,S02,R03,S02R03d,S02R03
P0002,AC_P0002_S02_R03_MOD_HDM.mat,MOD,e,10.236256830601093,6.263912568306011,2.3013224043715845,-8.536262295081967,-13.913863387978141,0.701672131147541,3.8578907103825135,3.9723169398907103,3.962655737704918,18.772535519125682,24.15011475409836,9.534590163934427,-1.5565956284153006,33.334065573770495,18.619726775956284,0.9481038251366121,9.616459016393442,20.071191256830602,27.967322404371586,32.10007650273224,113.81852459016393,336.7383005464481,1352.3394316939891,2911.1834535519124,3917.6162240437156,187.8390819672131,316.20894535519125,403.4810218579235,361.9560163934426,7.675135584917209,8.10798920838593,8.979146545256881,10.092663403640039,7.148592259628565,8.132685309444895,9.616856473273925,2.169095818129745,3.3068995699064807,3.913356278183114,3.6082185633695825,5.395651031746422,5.649834409747174,7.3227305403862175,1.462320259150869,0.9110697462695738,4.487930591813725,3.9664981595902735,3.103446060499417,3.0712940599861787,15.826005372928206,146.67672441297245,409.53205038938864,468.48662751931886,308.3704675894558,144.81325565903893,190.45891906383392,216.6324735778827,221.95531756051676,S02,R03,S02R03e,S02R03
P0002,AC_P0002_S02_R03_MOD_HDM.mat,MOD,f,9.123493273542602,5.9769820627802694,-0.3064170403587444,-9.253121076233183,-16.53919730941704,-6.429089686098655,-7.20057399103139,3.1464977578475337,6.283372197309417,18.376578475336323,25.662721973094172,15.552533632286995,6.894152466367713,20.765040358744393,17.730040358744393,0.6675739910313901,7.912820627802691,21.382753363228698,26.844053811659194,30.457533632286996,106.22007174887892,409.7844887892377,1717.5289820627802,2824.5998430493273,3816.1144573991032,122.17663228699551,262.8243273542601,390.275798206278,340.4725650224215,5.711742378541632,7.002595219665893,6.4672852061669985,8.226048964500247,4.484651405757631,6.295470287839768,5.8506042825380025,2.1941299079413867,3.7581012553588593,4.404988554339152,3.8966081720744223,6.71125959817783,6.330305116543846,7.692083835515449,1.109058887291812,0.5448102427283721,4.010261418331274,3.3363127914660367,2.757259645707676,2.7849489890501626,11.996716603516946,144.88353954696305,407.15320469510635,384.32886311288985,323.3338021564866,127.31097999362133,193.31356717430265,250.01678503389394,204.1091103139612,S02,R03,S02R03f,S02R03
P0002,AC_P0002_S03_R01_BRT_HDM.mat,BRT,a,11.936174468085106,1.6832425531914894,-5.200565957446808,-20.305774468085108,-21.140574468085106,-9.148978723404255,-9.333659574468085,10.252936170212767,6.883740425531915,32.24196170212766,33.07682978723404,21.085178723404255,4.133097872340426,17.907544680851064,17.629412765957447,0.4096936170212766,12.826736170212765,21.25591489361702,26.563706382978722,29.77365106382979,104.21741276595745,554.6146765957446,1614.266395744681,2743.333165957447,3695.813536170213,244.68861276595746,207.93077021276596,323.87490638297874,437.01654468085104,7.015835918860344,5.709443866960806,5.329469796004895,6.977555667889052,5.137100632031539,6.85946780313753,5.738823778636846,3.2611131220878624,3.652089743169274,4.628416176398337,6.187735395225878,10.204247954570135,7.088511403512764,5.591228951602179,1.0667703254153451,0.2535934556944427,2.949230810659082,3.402113876743809,3.858324567050143,4.16952955563695,11.907079739324825,203.82467298518816,258.46833164576356,263.04838863596297,378.01869305679764,222.47196769739963,166.96071804842634,225.52080241321931,232.64162376254382,S03,R01,S03R01a,S03R01
P0002,AC_P0002_S03_R01_BRT_HDM.mat,BRT,b,12.2797,2.7117428571428572,-5.000952380952381,-16.631085714285714,-20.192414285714285,-8.926295238095237,-9.747623809523809,9.567933333333333,7.7127,28.910814285714284,32.47210952380952,21.205919047619048,4.746657142857143,19.18825238095238,17.659380952380953,0.4905761904761905,11.469214285714285,23.134071428571428,29.170323809523808,31.660561904761906,105.33652380952381,438.82777142857145,1695.3488666666667,2780.407514285714,3641.468719047619,183.6631619047619,261.64744285714283,280.1866523809524,315.76957142857145,8.323727434412563,8.110459306551402,7.216923589936694,10.699378374479211,8.74191977945445,9.04426486169517,9.17707435040837,3.0090281069880915,2.447052948844745,4.99779283617156,5.730350190323155,7.7711541966711275,6.4254285643802405,7.22433854511733,1.4680451336617646,0.3748148205042439,5.08026516721056,5.682913648853736,4.850147855478692,4.541507322915162,8.830810506560521,180.08429105791728,424.6359505552076,206.13703091124046,312.1906958913134,128.42980169344156,178.80882481810468,216.0402891506463,168.66417062531252,S03,R01,S03R01b,S03R01
